matricula,p1,p2,p3,final,alumno,clave_asig,asignatura,seccion,periodo,num_docente,docente
WNOFOOWG3,4.0,0.0,0.0,0.0,Maria Williams,II0106,Cálculo diferencial,3,201601 Primavera,NGP,docente NGP
W3OFOOON3,8.0,5.0,9.0,7.0,Ebony Meyer,II0106,Cálculo diferencial,3,201601 Primavera,NGP,docente NGP
W3OFOOOO9,6.0,8.0,8.0,8.0,Teresa Johnson,II0106,Cálculo diferencial,3,201601 Primavera,NGP,docente NGP
W3OFOOOGO,10.0,6.0,8.0,8.0,Jesse Patel,II0106,Cálculo diferencial,3,201601 Primavera,NGP,docente NGP
W3OFOOONN,9.0,2.0,10.0,7.0,Lisa Diaz,II0106,Cálculo diferencial,3,201601 Primavera,NGP,docente NGP
W3OFOOGFO,7.0,10.0,10.0,9.0,Elizabeth Grimes,II0106,Cálculo diferencial,3,201601 Primavera,NGP,docente NGP
W3OFOOGWO,9.0,5.0,7.0,8.0,Christopher Burton,II0106,Cálculo diferencial,3,201601 Primavera,NGP,docente NGP
W3OFOOOWN,9.0,4.0,6.0,6.0,Mark Gregory,II0106,Cálculo diferencial,3,201601 Primavera,NGP,docente NGP
W3OFOOO31,9.0,10.0,7.0,9.0,Paula Alexander,II0106,Cálculo diferencial,3,201601 Primavera,NGP,docente NGP
WNOFOOGOW,8.0,9.0,7.0,8.0,Kimberly Hamilton,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW1N,9.0,7.0,9.0,9.0,Amanda Ryan,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOOWFN,8.0,6.0,6.0,7.0,Gerald Green,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WFOFOOWFW,7.0,6.0,7.0,7.0,Robert Jones,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOGN1,9.0,9.0,9.0,9.0,Eric Salazar,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOWWO,7.0,7.0,7.0,8.0,Diane Little,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOWWO,9.0,8.0,7.0,8.0,Heather White,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOOOWO,8.0,8.0,9.0,8.0,Jessica Hall,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOOGG,3.0,7.0,0.0,3.0,Calvin Newman,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOOG3O,9.0,8.0,7.0,7.0,Arthur Parrish,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOOO1F,10.0,8.0,9.0,7.0,Ryan Stephenson,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOOO1F,8.0,8.0,9.0,8.0,Tiffany Fuller,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOWOF,8.0,9.0,3.0,7.0,Gregory Larson,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOWOF,8.0,7.0,3.0,7.0,Lynn Johnson,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOWO1,6.0,7.0,8.0,7.0,Dawn Johnson,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOWO1,6.0,9.0,10.0,7.0,Michael Branch,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOGFW,9.0,10.0,9.0,8.0,Sean Thompson,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOG9W,4.0,0.0,1.0,2.0,Kelsey Nelson,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW31,8.0,6.0,7.0,7.0,Teresa Shah,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOG9N,7.0,9.0,8.0,8.0,Kerry Baldwin,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOOO1O,7.0,9.0,7.0,8.0,Miguel Freeman,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOWNO,6.0,7.0,7.0,7.0,Zachary Martin,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOOONW,8.0,6.0,6.0,7.0,Amanda Knight,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WFOFOOGO3,10.0,7.0,5.0,7.0,Kathryn Williams,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOONO1,4.0,1.0,1.0,1.0,Alex Ryan,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOGON,10.0,8.0,9.0,8.0,Roberta Brown,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WFOFOOWGW,9.0,8.0,6.0,9.0,Cynthia Yates,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOGFG,7.0,6.0,5.0,5.0,Larry Johnson,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW3O,8.0,7.0,9.0,8.0,Heather Roberts,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOONGN,5.0,8.0,10.0,9.0,Jackson Wilson,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOONGN,5.0,9.0,8.0,9.0,Michelle Rodriguez,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOONG,9.0,7.0,6.0,8.0,Jake Beasley,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
WNOFOOO3O,7.0,6.0,5.0,8.0,Bryan Hall,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOWFO,9.0,8.0,7.0,9.0,Stacy Edwards,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOGGN,10.0,9.0,10.0,10.0,Gabriel Brown,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOGOO,8.0,5.0,0.0,5.0,Amanda Haynes,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOGW3,7.0,9.0,6.0,7.0,Samantha Little,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW9W,7.0,8.0,9.0,7.0,Wendy Edwards,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW9W,9.0,8.0,7.0,9.0,Christian Davis,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW9W,9.0,8.0,8.0,8.0,Michael Bennett,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW9W,7.0,7.0,7.0,7.0,Lisa Thompson,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW9W,9.0,8.0,7.0,7.0,Albert Osborne,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW9W,9.0,7.0,8.0,8.0,Ann Lyons,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW9W,8.0,7.0,9.0,7.0,Benjamin Marshall,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW9W,7.0,8.0,7.0,9.0,Erika Pope,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW9W,8.0,7.0,9.0,8.0,Adam Black,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW9W,8.0,7.0,7.0,7.0,Nancy Gomez,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOOG9,4.0,6.0,0.0,4.0,Meredith Lane,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOWN1,8.0,7.0,10.0,8.0,Robert Robinson,II0106,Cálculo diferencial,1,201601 Primavera,GGRR,docente GGRR
W3OFOOW93,5.0,0.0,1.0,1.0,Danielle Hernandez,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOO9N,7.0,8.0,8.0,8.0,Jacob Rivera,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOONW,5.0,6.0,0.0,3.0,Dr. Kevin Chan Jr.,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOGOG,5.0,4.0,0.0,2.0,Latasha Allen,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOWWW,7.0,8.0,8.0,8.0,Phillip Williams,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOWWW,7.0,7.0,8.0,9.0,Ms. Sarah Lamb,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOONON,1.0,0.0,0.0,0.0,Shelly Yu,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOWGG,9.0,7.0,6.0,7.0,Julie Leonard,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WFOFOOWWG,6.0,9.0,7.0,7.0,Tyrone Gardner,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOGGW,5.0,7.0,1.0,5.0,Crystal Riley,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOO9O1,7.0,5.0,5.0,7.0,Robert Collins,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOGNO,4.0,0.0,1.0,2.0,Laura Robinson,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOGGG,10.0,9.0,7.0,8.0,John Bell,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOOO31,7.0,8.0,5.0,8.0,Jill Boyd,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOGG1,7.0,9.0,8.0,7.0,Craig Neal,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOOGO1,6.0,8.0,7.0,7.0,Bruce Perez,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOG9F,7.0,8.0,9.0,9.0,Nathaniel Gray,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOOO3,3.0,3.0,1.0,1.0,Alicia Banks,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WFOFOOGO1,8.0,9.0,6.0,8.0,Joshua Kelley,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOONWN,4.0,1.0,0.0,1.0,Rachel Campbell,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOOONG,9.0,9.0,9.0,7.0,Kimberly Nelson,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOOONO,5.0,7.0,7.0,8.0,Theresa Taylor,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOGNG,5.0,6.0,0.0,3.0,Lawrence Butler,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOONF9,5.0,6.0,3.0,6.0,Mrs. Nancy Washington MD,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WFOFOOONO,4.0,8.0,6.0,5.0,Traci Howe,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOGNO,6.0,0.0,0.0,1.0,Katelyn Johnson,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOW1F,9.0,9.0,10.0,10.0,Darlene Adkins,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOWNG,9.0,7.0,8.0,9.0,Alexis Jenkins,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOGOW,6.0,6.0,1.0,2.0,Kevin Meyer,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOGWG,7.0,9.0,8.0,7.0,Sabrina Wood,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOOGN,6.0,5.0,8.0,7.0,Tammy Smith,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOOOF9,8.0,9.0,9.0,8.0,Jane Esparza,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOON3,10.0,7.0,9.0,7.0,Kristina Ward,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOW39,6.0,8.0,1.0,3.0,Kristin Gardner,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOOO39,7.0,7.0,5.0,8.0,Mrs. Pamela Jackson,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
WNOFOONGG,5.0,8.0,5.0,7.0,Michael Mills,II0106,Cálculo diferencial,4,201601 Primavera,GGRR,docente GGRR
W3OFOOWGO,10.0,6.0,8.0,7.0,David Chapman,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOWGO,10.0,6.0,7.0,7.0,Rhonda Haley,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOW33,7.0,5.0,4.0,6.0,Desiree Shelton,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOGO9,7.0,7.0,6.0,7.0,Thomas Henson,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOWN9,0.0,0.0,1.0,0.0,Donald Williams,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOWNO,6.0,5.0,4.0,6.0,Jesse Smith,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOO9W,3.0,2.0,1.0,1.0,John Holt,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOONFF,3.0,5.0,5.0,4.0,Paul Hernandez,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOOWO,6.0,4.0,3.0,3.0,Steve Mills,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOGNN,2.0,1.0,0.0,0.0,Jason Hernandez,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
WFOFOONG3,1.0,0.0,1.0,1.0,Douglas Sandoval,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOOON,7.0,8.0,8.0,8.0,Mary Fisher,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOWF1,0.0,0.0,0.0,0.0,Jeremiah Collins,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOW91,5.0,4.0,1.0,1.0,Jake Mercado MD,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOO33,10.0,7.0,7.0,9.0,Amy Lee,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
WNOFOOWNN,1.0,0.0,0.0,0.0,Andrea Mccormick,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOOONO,6.0,7.0,10.0,8.0,Michael Rhodes,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
W3OFOO91W,0.0,0.0,0.0,0.0,Melissa Ferguson,II0106,Cálculo diferencial,6,201603 Otoño,GPR2,docente GPR2
WNOFOOO9G,3.0,0.0,1.0,0.0,Jared Fuentes,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
WNOFOOWOW,6.0,7.0,1.0,8.0,Teresa Stevens,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOOGG,6.0,7.0,0.0,7.0,William Johnson,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
WFOFOOONF,4.0,4.0,1.0,4.0,Scott Wheeler,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
WNOFOOW39,3.0,1.0,0.0,2.0,Jeremiah Mullen,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOWNW,6.0,8.0,5.0,9.0,Daniel Allen,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
WNOFOOWNF,9.0,3.0,1.0,7.0,Christopher Thomas,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOWF9,2.0,8.0,1.0,4.0,Christopher Brewer,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOOWW,3.0,5.0,1.0,4.0,Phillip Smith,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOW9F,5.0,5.0,0.0,6.0,Jessica Garcia,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOWNO,4.0,9.0,4.0,7.0,Krystal Bradshaw,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOW1O,5.0,3.0,1.0,3.0,Raymond White,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOO3W,9.0,9.0,6.0,9.0,Melinda Day,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
WNOFOOWNO,8.0,9.0,5.0,9.0,Wendy Simmons,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOO91,7.0,5.0,1.0,5.0,Alicia Buchanan,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOW9O,9.0,6.0,4.0,8.0,Michael Holland,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
W3OFOOOWG,6.0,9.0,3.0,7.0,Angela Lawson,II0106,Cálculo diferencial,1,201603 Otoño,GGPF,docente GGPF
WNOFOOO3N,8.0,8.0,6.0,8.0,Brian Blair,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOW93,3.0,0.0,0.0,0.0,Nicole Butler,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOOW9,9.0,10.0,8.0,10.0,Samuel Rangel,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOONW,8.0,3.0,0.0,6.0,Edwin Salazar,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOGNN,8.0,4.0,0.0,5.0,Deborah Villa,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOO9O1,7.0,5.0,2.0,6.0,Jacob Brown,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOWOF,5.0,6.0,0.0,5.0,Christine Robertson,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOGNF,7.0,7.0,4.0,7.0,Theodore Oneill,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOO31,10.0,9.0,4.0,8.0,Dylan Odonnell,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOWOO,6.0,4.0,1.0,5.0,Nancy Williams,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOOWO,9.0,9.0,6.0,9.0,Jeffrey Acosta,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOO99,10.0,9.0,9.0,10.0,Gary Hart,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOG9W,5.0,2.0,0.0,5.0,Shirley Valdez,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOONO,8.0,5.0,4.0,7.0,Natalie Berry,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOOG3,10.0,9.0,10.0,9.0,Sarah Johnson,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOOWF,10.0,8.0,5.0,10.0,Tara Stewart,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOOG3,6.0,4.0,0.0,6.0,Stephen Mcdonald,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOGN9,10.0,5.0,0.0,6.0,William White,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOOF9,5.0,8.0,6.0,7.0,Joshua Rose,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOWON,7.0,0.0,0.0,4.0,Annette Montes,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOW3F,8.0,7.0,3.0,7.0,Douglas Petersen,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOOO3,4.0,6.0,1.0,6.0,Jessica Barnes,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOOFN,10.0,5.0,4.0,8.0,Erica Gordon,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOO33,10.0,7.0,6.0,9.0,Amy Williams,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOONF,7.0,5.0,0.0,5.0,Chad Brown,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOWWG,9.0,8.0,8.0,7.0,Dr. Robert Murphy MD,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOO9O,9.0,5.0,5.0,9.0,Andrew Campbell,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOGFG,8.0,7.0,5.0,8.0,Michael Anderson,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOGNO,8.0,9.0,3.0,8.0,Mark Williams,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOOG1,6.0,6.0,0.0,6.0,Timothy Lee,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOW39,9.0,7.0,4.0,9.0,Cameron Dodson,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOOWN,10.0,7.0,4.0,8.0,Chad Price,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOO91N,10.0,8.0,7.0,10.0,Kimberly Hartman,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOOG9,5.0,0.0,0.0,2.0,Michael Jones,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOOGO,10.0,10.0,4.0,10.0,Brittany Brooks PhD,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
W3OFOOOFG,10.0,7.0,4.0,7.0,Regina Jackson,II0106,Cálculo diferencial,4,201603 Otoño,GGPF,docente GGPF
WNOFOOWWO,2.0,6.0,6.0,6.0,Holly Martinez,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
W3OFOOW1W,5.0,1.0,1.0,0.0,Nancy Phillips,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWN3,5.0,6.0,1.0,3.0,Kristen Copeland,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
W3OFOOOOO,6.0,8.0,7.0,8.0,Nicholas Kirk,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
W3OFOOOOO,6.0,8.0,7.0,7.0,Emily Le,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWGG,10.0,10.0,10.0,10.0,Steven Acosta,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWGO,2.0,5.0,3.0,3.0,Megan Bond,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
W3OFOOOGF,7.0,4.0,6.0,6.0,Evan Giles,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWON,6.0,9.0,7.0,9.0,Vanessa Warren,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWWO,5.0,10.0,10.0,7.0,Amy Strickland,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOO1F,6.0,9.0,8.0,7.0,Rebecca Williams,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWG1,10.0,10.0,8.0,10.0,Gregory Brown,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWW3,6.0,7.0,5.0,5.0,Joel Miranda,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWGO,9.0,8.0,6.0,8.0,Ashley Robinson,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
W3OFOOO19,8.0,10.0,8.0,10.0,Jon Walter,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOO1N,7.0,10.0,8.0,8.0,Crystal Kelley,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWFO,4.0,8.0,5.0,6.0,Curtis Anderson,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWOG,6.0,6.0,6.0,6.0,Amber Green,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWW9,5.0,1.0,0.0,0.0,David Sampson,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWWW,3.0,1.0,0.0,1.0,Zachary Miller,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWWG,9.0,9.0,9.0,9.0,Laura Banks,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOW3N,3.0,7.0,4.0,5.0,Gregory Bailey,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOW3N,7.0,10.0,10.0,10.0,Gary Miller,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWWN,10.0,10.0,9.0,9.0,Kelly Neal,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWW1,6.0,9.0,8.0,9.0,Lauren Ellis,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWN9,4.0,8.0,7.0,8.0,Brent George,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWO9,7.0,5.0,5.0,6.0,Dustin Duncan,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
WNOFOOWON,4.0,3.0,2.0,2.0,Adrian Kramer,II0106,Cálculo diferencial,2,201603 Otoño,GGG,docente GGG
W3OFOOGWF,3.0,6.0,0.0,2.0,Hannah Johnson,II0106,Cálculo diferencial,5,201603 Otoño,GGNR,docente GGNR
WNOFOOO1O,9.0,9.0,8.0,9.0,Joanna Deleon,II0106,Cálculo diferencial,5,201603 Otoño,GGNR,docente GGNR
WNOFOOWNW,6.0,5.0,4.0,6.0,Hannah Frank,II0106,Cálculo diferencial,5,201603 Otoño,GGNR,docente GGNR
W3OFOOG9O,4.0,5.0,2.0,6.0,James French,II0106,Cálculo diferencial,5,201603 Otoño,GGNR,docente GGNR
W3OFOOGOG,6.0,6.0,0.0,4.0,Joseph Solomon,II0106,Cálculo diferencial,5,201603 Otoño,GGNR,docente GGNR
WNOFOOO1W,7.0,7.0,7.0,7.0,Cheryl Tanner,II0106,Cálculo diferencial,5,201603 Otoño,GGNR,docente GGNR
